ExperimentControl	306	"StartTime = Jul 31, 2007 14:51:51.687"	"EndTime = Jul 31, 2007 14:54:36.299"	OperationCode = D1_B2_L2	OperationMode = 37	TestArticleName = HyDE	"Comments = ""Testing runs for HyDE for FY2007 IVHM Milestone (HyDE History=5)"""	FaultType = discrete	FaultMode = failed open	FaultLocation = ISH262	FaultInjection = manual	LoadLocation = 270	LoadName = PMP1	LoadSchedule = none	LoadLocation = 271	LoadName = LGT2	LoadSchedule = none	LoadLocation = 272	LoadName = FAN4	LoadSchedule = none	LoadLocation = 273	LoadName = LGT9	LoadSchedule = none																																																											
UserCommand	2007-07-31 14:52:28.955 GMT-07:00	EY271_CL	1																																																																															
AntagonistCommand	2007-07-31 14:52:28.955 GMT-07:00	EY271_CL	1																																																																															
AntagonistData	2007-07-31 14:52:29.022 GMT-07:00	25.71389389	25.74319077	0.014648661	0.029297322	0.073243305	0.073243305	0	25.15724373	25.15724373	25.14259529	25.14259529	120.8056784	120.9521627	25.09864998	24.21973038	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	1.784567442	1.80020784	3.88E-04	3.88E-04	-0.045370823	-35.3859511	18.39774636	0.219729915	60.43946147	0	0	71.86038208	69.89929199	70.30304718	70.93751526	72.20645142	71.88922119	71.0528717	66.49622345	69.61089325	67.67864227	67.04417419	67.5056076	67.24604797	70.96635437	78.08972168
AntagonistData	2007-07-31 14:52:29.522 GMT-07:00	25.69924545	25.74319077	0.014648661	0.029297322	0.073243305	0.073243305	0	25.0693531	25.02540588	24.99610901	24.99610901	120.659194	120.8056784	24.98146057	24.20508194	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	4.929284344	4.71031731	0.794387018	0.004297693	-0.045370823	-35.20157074	18.72060926	0.219729915	60.43946147	0	0	71.86038208	69.89929199	70.30304718	70.93751526	72.20645142	71.86038208	71.0528717	66.55390167	69.55321503	67.64980316	67.04417419	67.5056076	67.24604797	70.96635437	78.08972168
AntagonistData	2007-07-31 14:52:30.022 GMT-07:00	25.68459511	25.74319077	0	0.029297322	0.073243305	0.073243305	0	25.04005432	25.04005432	25.04005432	25.01075745	120.659194	120.8056784	24.93751526	24.20508194	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	183.6516	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	-0.003522506	0.016027992	4.944924742	4.976205539	0.81393788	3.88E-04	-0.061011221	-35.36293643	18.73625923	0.219729915	60.43946147	0	0	71.86038208	69.87045288	70.30304718	70.93751526	72.20645142	71.86038208	71.0528717	66.55390167	69.55321503	67.64980316	67.10185242	67.56328583	67.24604797	72.52368927	78.06088257
AntagonistData	2007-07-31 14:52:30.522 GMT-07:00	25.69924545	25.74319077	0	0.029297322	0.073243305	0.073243305	0	25.04005432	25.02540588	25.01075745	25.01075745	120.659194	120.8056784	24.93751526	24.20508194	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	175.3038	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	4.851082352	4.86672275	0.821758079	3.88E-04	-0.061011221	-35.30783275	18.59803972	0.219729915	60.43946147	0	0	71.86038208	69.87045288	70.30304718	70.93751526	72.20645142	71.88922119	71.0528717	66.52506256	69.4955368	67.64980316	67.10185242	67.56328583	67.24604797	72.52368927	78.06088257
UserCommand	2007-07-31 14:52:30.894 GMT-07:00	EY272_CL	1																																																																															
AntagonistCommand	2007-07-31 14:52:30.894 GMT-07:00	EY272_CL	1																																																																															
AntagonistData	2007-07-31 14:52:31.022 GMT-07:00	25.68459511	25.74319077	0.014648661	0.029297322	0.073243305	0.073243305	0	24.99610901	24.99610901	24.96681213	24.96681213	120.5127096	120.659194	24.86427116	24.1904335	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	183.6516	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	4.851082352	4.835441953	0.946881995	3.88E-04	-0.045370823	-34.93039221	19.13868711	0.439459831	60.21972895	0	0	71.86038208	69.87045288	70.30304718	70.93751526	72.20645142	71.88922119	71.02403259	66.52506256	69.4955368	67.64980316	66.98649597	67.59212494	66.78462219	75.26345062	78.08972168
AntagonistData	2007-07-31 14:52:31.522 GMT-07:00	25.68459511	25.74319077	0.014648661	0.029297322	0.14648661	0.073243305	0	24.99610901	24.99610901	24.96681213	24.98146057	120.3662109	120.4394531	24.8789196	24.1904335	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.008207792	5.883354472	5.867714074	1.091556772	3.88E-04	-0.045370823	-35.29086765	18.69825215	0.219729915	60.43946147	0	0	71.86038208	69.87045288	70.33188629	70.93751526	72.23529053	71.88922119	71.02403259	66.52506256	69.55321503	67.64980316	66.98649597	67.59212494	66.78462219	75.26345062	78.08972168
AntagonistData	2007-07-31 14:52:32.022 GMT-07:00	25.69924545	25.74319077	0.014648661	0.029297322	0.073243305	0.073243305	0	25.01075745	24.96681213	24.93751526	24.9521637	120.3662109	120.4394531	24.92286491	24.1904335	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	5.867714074	5.867714074	1.06809581	3.88E-04	-0.045370823	-35.19420605	18.86198506	0.439459831	60.43946147	0	0	71.86038208	69.87045288	70.33188629	70.93751526	72.23529053	71.86038208	71.0528717	66.52506256	69.55321503	67.62096405	67.07301331	67.5056076	66.78462219	77.7148056	78.03204346
AntagonistData	2007-07-31 14:52:32.523 GMT-07:00	25.69924545	25.74319077	0	0.029297322	0.073243305	0.14648661	0	24.99610901	24.98146057	24.9521637	24.9521637	120.3662109	120.4394531	24.90821648	24.20508194	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.03283117	0.079752365	0.008207792	0.016027992	5.852073675	5.852073675	1.040725113	-0.003522506	-0.045370823	-35.22537448	18.75480247	0.219729915	60.43946147	0	0	71.86038208	69.87045288	70.33188629	70.93751526	72.20645142	71.86038208	71.0528717	66.55390167	69.52437592	67.62096405	67.07301331	67.5056076	67.27489471	77.7148056	78.03204346
UserCommand	2007-07-31 14:52:33.019 GMT-07:00	EY273_CL	1																																																																															
AntagonistCommand	2007-07-31 14:52:33.019 GMT-07:00	EY273_CL	1																																																																															
AntagonistData	2007-07-31 14:52:33.023 GMT-07:00	25.69924545	25.74319077	0	0.043945983	0.073243305	0.14648661	0	24.98146057	24.96681213	24.93751526	24.92286491	120.3662109	120.4394531	24.89356804	24.1904335	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	175.3038	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.008207792	5.852073675	5.80515248	1.064185711	3.88E-04	-0.045370823	-35.29270882	18.73981006	0.219729915	60.43946147	0	0	71.9180603	69.87045288	70.33188629	70.93751526	72.20645142	71.88922119	71.0528717	66.55390167	69.52437592	67.70748138	66.89997864	67.41909027	67.27489471	80.22384644	77.8878479
AntagonistData	2007-07-31 14:52:33.523 GMT-07:00	25.65529823	25.72854233	0	0.043945983	0.073243305	0.14648661	0	24.8789196	24.84962273	24.82032585	24.77637863	120.2197266	120.2929688	24.67383766	24.16113472	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	183.6516	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	8.496294916	8.527575713	1.482568917	3.88E-04	-0.045370823	-35.22839927	18.78149949	0.219729915	60.43946147	0	0	71.9180603	69.87045288	70.27420807	70.93751526	72.20645142	71.88922119	71.0528717	66.55390167	69.52437592	67.70748138	66.89997864	67.41909027	67.24604797	80.22384644	77.8878479
AntagonistData	2007-07-31 14:52:34.023 GMT-07:00	25.68459511	25.74319077	0	0.043945983	0.073243305	0.073243305	0	24.89356804	24.86427116	24.79102707	24.79102707	120.2197266	120.2197266	24.76173019	24.16113472	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.03283117	0.079752365	0.008207792	0.012117892	8.511935314	8.527575713	1.498209679	3.88E-04	-0.045370823	-35.26535425	18.73744284	0.219729915	60.43946147	0	0	71.9180603	69.87045288	70.27420807	70.93751526	72.20645142	71.86038208	71.0528717	66.55390167	69.52437592	67.67864227	66.98649597	67.41909027	67.24604797	82.58869171	77.68596649
AntagonistData	2007-07-31 14:52:34.523 GMT-07:00	25.69924545	25.74319077	0.029297322	0.043945983	0.073243305	0.14648661	0	24.89356804	24.83497429	24.79102707	24.79102707	120.1464844	120.2197266	24.74708176	24.17578316	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	0.008207792	0.012117892	8.527575713	8.558857965	1.498209679	0.004297693	-0.045370823	-35.24944125	18.69522737	0.219729915	60.43946147	0	0	71.86038208	69.87045288	70.27420807	70.93751526	72.20645142	71.86038208	71.0528717	66.49622345	69.52437592	67.67864227	66.98649597	67.56328583	67.24604797	82.58869171	77.68596649
AntagonistData	2007-07-31 14:52:35.023 GMT-07:00	25.66994667	25.74319077	0.014648661	0.058594644	0.073243305	0.073243305	0	24.86427116	24.80567551	24.77637863	24.74708176	120.1464844	120.2197266	24.68848801	24.16113472	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	8.496294916	8.511935314	1.525580377	0.004297693	-0.045370823	-35.28337144	18.67273875	0.219729915	60.21972895	0	0	71.86038208	69.87045288	70.27420807	70.93751526	72.1776123	71.88922119	71.02403259	66.49622345	69.55321503	67.67864227	66.98649597	67.56328583	67.24604797	85.04005432	77.59944916
AntagonistData	2007-07-31 14:52:35.523 GMT-07:00	25.66994667	25.74319077	0.014648661	0.058594644	0.073243305	0.073243305	0	24.83497429	24.82032585	24.76173019	24.74708176	120.1464844	120.2197266	24.64454079	24.16113472	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	8.480654517	8.543216111	1.482568917	3.88E-04	-0.045370823	-35.63819184	18.20915761	0.219729915	60.43946147	0	0	71.88922119	69.89929199	70.24536133	70.93751526	72.1776123	71.88922119	71.02403259	66.49622345	69.55321503	67.67864227	66.98649597	67.41909027	67.15953064	85.04005432	77.59944916
AntagonistData	2007-07-31 14:52:36.023 GMT-07:00	25.66994667	25.74319077	0.029297322	0.043945983	0.073243305	0.073243305	0	24.83497429	24.83497429	24.80567551	24.82032585	120.2197266	120.2197266	24.68848801	24.16113472	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	183.6516	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	-0.003522506	0.012117892	8.480654517	8.543216111	1.486479017	3.88E-04	-0.045370823	-36.45409465	16.70715472	0.219729915	60.43946147	0	0	71.88922119	69.89929199	70.24536133	70.96635437	72.20645142	71.88922119	71.0528717	66.49622345	69.58205414	67.64980316	66.98649597	67.41909027	67.15953064	87.31838226	77.59944916
AntagonistData	2007-07-31 14:52:36.523 GMT-07:00	25.65529823	25.74319077	0	0.058594644	0.14648661	0.14648661	0	24.80567551	24.82032585	24.77637863	24.74708176	120.1464844	120.2929688	24.65918922	24.16113472	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	175.3038	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	8.418092923	8.543216111	1.474748718	3.88E-04	-0.045370823	-38.29829275	14.98789337	0.219729915	60.43946147	0	0	71.86038208	69.87045288	70.27420807	70.96635437	72.20645142	71.88922119	71.0528717	66.49622345	69.58205414	67.64980316	66.95765686	67.59212494	67.21720886	87.31838226	77.57061005
AntagonistData	2007-07-31 14:52:37.023 GMT-07:00	25.65529823	25.74319077	0.029297322	0.058594644	0.073243305	0.073243305	0	24.80567551	24.76173019	24.71778488	24.74708176	120.2197266	120.2197266	24.62989235	24.17578316	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	183.6516	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	8.418092923	8.543216111	1.517760177	3.88E-04	-0.045370823	-38.04881377	15.11269862	0.219729915	60.43946147	0	0	71.86038208	69.87045288	70.27420807	70.93751526	72.1776123	71.86038208	71.02403259	66.52506256	69.55321503	67.64980316	66.95765686	67.59212494	67.21720886	89.59670258	77.57061005
AntagonistData	2007-07-31 14:52:37.523 GMT-07:00	25.65529823	25.7578392	0	0.058594644	0.073243305	0.073243305	0	24.79102707	24.84962273	24.79102707	24.77637863	120.2197266	120.2197266	24.62989235	24.17578316	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.03283117	0.079752365	3.88E-04	0.008207792	8.496294916	8.527575713	1.498209679	3.88E-04	-0.045370823	-35.93225353	16.89508591	0.219729915	60.43946147	0	0	71.88922119	69.87045288	70.24536133	70.93751526	72.1776123	71.86038208	71.02403259	66.52506256	69.55321503	67.64980316	66.98649597	67.47676849	67.24604797	89.59670258	77.48409271
AntagonistData	2007-07-31 14:52:38.023 GMT-07:00	25.68459511	25.74319077	0	0.058594644	0.14648661	0.14648661	0	24.82032585	24.79102707	24.76173019	24.73243332	120.2197266	120.2197266	24.64454079	24.16113472	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	183.6516	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	8.558857965	8.558857965	1.517760177	3.88E-04	-0.045370823	-38.00081175	15.5915352	0.219729915	60.21972895	0	0	71.88922119	69.87045288	70.24536133	70.90867615	72.20645142	71.86038208	71.02403259	66.46738434	69.4955368	67.64980316	66.98649597	67.47676849	67.24604797	89.59670258	77.48409271
AntagonistData	2007-07-31 14:52:38.523 GMT-07:00	25.68459511	25.74319077	0	0.058594644	0.073243305	0.14648661	0	24.80567551	24.82032585	24.77637863	24.77637863	120.2197266	120.2197266	24.67383766	24.1904335	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.016027992	8.480654517	8.558857965	1.506029879	3.88E-04	-0.045370823	-37.13848508	15.88638595	0.219729915	60.43946147	0	0	71.88922119	69.89929199	70.24536133	70.90867615	72.20645142	71.86038208	71.02403259	66.46738434	69.4955368	67.64980316	66.89997864	67.59212494	67.24604797	91.84619141	77.59944916
AntagonistData	2007-07-31 14:52:39.023 GMT-07:00	25.66994667	25.74319077	0	0.073243305	0.14648661	0.073243305	0	24.77637863	24.76173019	24.73243332	24.73243332	120.2197266	120.2197266	24.61524391	24.17578316	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	8.527575713	8.527575713	1.466928518	3.88E-04	-0.045370823	-38.22030591	15.260124	0.219729915	60.43946147	0	0	71.88922119	69.89929199	70.27420807	70.93751526	72.1776123	71.86038208	71.02403259	66.49622345	69.52437592	67.67864227	66.89997864	67.59212494	67.24604797	91.84619141	77.59944916
AntagonistData	2007-07-31 14:52:39.523 GMT-07:00	25.68459511	25.74319077	0.029297322	0.073243305	0.073243305	0.073243305	0	24.77637863	24.76173019	24.73243332	24.71778488	120.2197266	120.2197266	24.62989235	24.17578316	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	8.511935314	8.574498363	1.486479017	3.88E-04	-0.014090026	-37.60417041	15.48842949	0.439459831	60.43946147	0	0	71.86038208	69.87045288	70.27420807	70.93751526	72.1776123	71.86038208	71.0528717	66.49622345	69.52437592	67.67864227	66.98649597	67.41909027	67.24604797	94.00915527	77.39757538
AntagonistData	2007-07-31 14:52:40.023 GMT-07:00	25.66994667	25.74319077	0	0.058594644	0.14648661	0.14648661	0	24.77637863	24.76173019	24.71778488	24.68848801	120.2197266	120.2197266	24.52735138	24.17578316	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	-0.003522506	0.012117892	8.496294916	8.543216111	1.490389116	3.88E-04	-0.045370823	-38.89746316	14.75840427	0.219729915	60.43946147	0	0	71.86038208	69.87045288	70.27420807	70.93751526	72.1776123	71.86038208	71.0528717	66.49622345	69.4955368	67.67864227	66.98649597	67.41909027	67.24604797	94.00915527	77.39757538
AntagonistData	2007-07-31 14:52:40.523 GMT-07:00	25.66994667	25.74319077	0.014648661	0.073243305	0.073243305	0.073243305	0	24.76173019	24.73243332	24.67383766	24.67383766	120.2197266	120.2197266	24.60059547	24.17578316	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.008207792	8.527575713	8.558857965	1.482568917	3.88E-04	-0.061011221	-37.67794886	15.3557335	0.219729915	60.43946147	0	0	71.88922119	69.87045288	70.27420807	70.93751526	72.1776123	71.88922119	71.0528717	66.49622345	69.4955368	67.67864227	66.92881775	67.53444672	67.24604797	96.22979736	77.39757538
AntagonistData	2007-07-31 14:52:41.023 GMT-07:00	25.69924545	25.74319077	0	0.073243305	0.073243305	0.14648661	0	24.79102707	24.74708176	24.70313644	24.68848801	120.2197266	120.2197266	24.61524391	24.1904335	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.03283117	0.079752365	3.88E-04	0.012117892	8.511935314	8.527575713	1.478658817	3.88E-04	-0.045370823	-38.54645662	15.0274786	0.219729915	60.43946147	0	0	71.88922119	69.89929199	70.27420807	70.93751526	72.1776123	71.88922119	71.0528717	66.46738434	69.52437592	67.67864227	66.92881775	67.53444672	67.24604797	96.22979736	77.39757538
AntagonistData	2007-07-31 14:52:41.523 GMT-07:00	25.65529823	25.7578392	0	0.073243305	0.073243305	0.073243305	0	24.73243332	24.71778488	24.67383766	24.68848801	120.1464844	120.2929688	24.52735138	24.14648628	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	0.008207792	0.012117892	8.511935314	8.558857965	1.537310675	3.88E-04	-0.045370823	-38.55816122	14.91819181	0.219729915	60.21972895	0	0	71.88922119	69.89929199	70.27420807	70.93751526	72.1776123	71.86038208	71.0528717	66.46738434	69.52437592	67.64980316	66.95765686	67.56328583	67.24604797	98.36392975	77.36873627
AntagonistData	2007-07-31 14:52:42.023 GMT-07:00	25.68459511	25.74319077	0	0.073243305	0.14648661	0.073243305	0	24.74708176	24.70313644	24.65918922	24.64454079	120.2197266	120.2197266	24.61524391	24.17578316	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	183.6516	0	1	1	1	1	1	1	1	1	1	0.03283117	0.079752365	3.88E-04	0.008207792	8.511935314	8.543216111	1.474748718	3.88E-04	-0.045370823	-38.11404391	15.30707392	0.219729915	60.43946147	0	0	71.88922119	69.87045288	70.30304718	70.93751526	72.1776123	71.86038208	71.0528717	66.55390167	69.52437592	67.64980316	66.95765686	67.56328583	67.15953064	98.36392975	77.36873627
AntagonistData	2007-07-31 14:52:42.523 GMT-07:00	25.66994667	25.74319077	0	0.073243305	0.073243305	0.073243305	0	24.73243332	24.71778488	24.65918922	24.65918922	120.2197266	120.2929688	24.54199982	24.16113472	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.03283117	0.079752365	0.008207792	0.012117892	8.511935314	8.543216111	1.474748718	3.88E-04	-0.045370823	-38.7555613	15.00538452	0.219729915	60.43946147	0	0	71.88922119	69.87045288	70.30304718	70.93751526	72.20645142	71.88922119	71.0528717	66.55390167	69.52437592	67.64980316	67.04417419	67.56328583	67.15953064	100.4115372	77.28221893
AntagonistData	2007-07-31 14:52:43.024 GMT-07:00	25.66994667	25.74319077	0	0.073243305	0.073243305	0.073243305	0	24.74708176	24.73243332	24.68848801	24.67383766	120.2197266	120.2929688	24.62989235	24.17578316	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.008207792	8.590138762	8.574498363	1.506029879	0.004297693	-0.045370823	-38.22780212	15.11467131	0.219729915	60.43946147	0	0	71.86038208	69.87045288	70.30304718	70.93751526	72.20645142	71.88922119	71.0528717	66.43854523	69.52437592	67.64980316	67.04417419	67.41909027	67.21720886	100.4115372	77.28221893
AntagonistData	2007-07-31 14:52:43.524 GMT-07:00	25.66994667	25.74319077	0	0.073243305	0.073243305	0.073243305	0	24.74708176	24.70313644	24.64454079	24.62989235	120.2197266	120.2197266	24.60059547	24.17578316	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.03283117	0.079752365	3.88E-04	0.012117892	8.574498363	8.543216111	1.482568917	3.88E-04	-0.045370823	-38.40218753	15.23303245	0.219729915	60.43946147	0	0	71.86038208	69.87045288	70.30304718	70.93751526	72.20645142	71.88922119	71.08171082	66.43854523	69.52437592	67.67864227	66.89997864	67.41909027	67.21720886	102.4591446	77.13801575
AntagonistData	2007-07-31 14:52:44.024 GMT-07:00	25.65529823	25.74319077	0	0.087891966	0.073243305	0.073243305	0	24.73243332	24.68848801	24.65918922	24.65918922	120.2197266	120.2197266	24.51270294	24.17578316	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.008207792	8.480654517	8.558857965	1.517760177	3.88E-04	-0.045370823	-38.51200037	15.28550589	0.219729915	60.43946147	0	0	71.86038208	69.89929199	70.33188629	70.93751526	72.20645142	71.88922119	71.08171082	66.55390167	69.52437592	67.67864227	66.89997864	67.5056076	67.18836975	102.4591446	77.13801575
AntagonistData	2007-07-31 14:52:44.524 GMT-07:00	25.66994667	25.74319077	0.014648661	0.073243305	0.073243305	0.073243305	0	24.71778488	24.73243332	24.68848801	24.67383766	120.2197266	120.2197266	24.4980545	24.16113472	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.008207792	8.527575713	8.558857965	1.498209679	3.88E-04	-0.061011221	-38.12417036	15.54405923	0.219729915	60.43946147	0	0	71.86038208	69.89929199	70.33188629	70.90867615	72.20645142	71.86038208	71.0528717	66.55390167	69.55321503	67.62096405	66.89997864	67.5056076	67.18836975	104.4779129	77.13801575
AntagonistData	2007-07-31 14:52:45.024 GMT-07:00	25.68459511	25.74319077	0	0.073243305	0.073243305	0.073243305	0	24.70313644	24.70313644	24.65918922	24.62989235	120.2197266	120.2929688	24.5712986	24.17578316	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.008207792	8.574498363	8.574498363	1.529490476	3.88E-04	-0.045370823	-38.23490379	15.65439812	0.219729915	60.43946147	0	0	71.88922119	69.87045288	70.30304718	70.90867615	72.20645142	71.86038208	71.0528717	66.55390167	69.55321503	67.62096405	66.98649597	67.53444672	67.18836975	104.4779129	77.05149841
AntagonistData	2007-07-31 14:52:45.524 GMT-07:00	25.65529823	25.74319077	0.029297322	0.087891966	0.073243305	0.14648661	0	24.70313644	24.70313644	24.67383766	24.67383766	120.2197266	120.2197266	24.4980545	24.16113472	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.03283117	0.079752365	3.88E-04	0.012117892	8.574498363	8.574498363	1.490389116	0.004297693	-0.045370823	-38.55290072	15.26788323	0.219729915	60.21972895	0	0	71.88922119	69.87045288	70.30304718	70.93751526	72.1776123	71.9180603	71.0528717	66.46738434	69.52437592	67.64980316	66.98649597	67.53444672	67.18836975	106.4678421	77.05149841
AntagonistData	2007-07-31 14:52:46.024 GMT-07:00	25.66994667	25.74319077	0.014648661	0.087891966	0.073243305	0.073243305	0.014648661	24.70313644	24.65918922	24.64454079	24.61524391	120.2197266	120.2197266	24.52735138	24.16113472	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	8.558857965	8.574498363	1.509939978	3.88E-04	-0.045370823	-37.96398828	15.46646692	0	60.43946147	0	0	71.86038208	69.89929199	70.27420807	70.93751526	72.1776123	71.9180603	71.0528717	66.46738434	69.52437592	67.64980316	66.98649597	67.39025116	67.21720886	106.4678421	77.08033752
AntagonistData	2007-07-31 14:52:46.524 GMT-07:00	25.66994667	25.74319077	0	0.073243305	0.073243305	0.073243305	0	24.70313644	24.71778488	24.64454079	24.62989235	120.2197266	120.2197266	24.4980545	24.17578316	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	179.4777	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	8.511935314	8.574498363	1.506029879	3.88E-04	-0.045370823	-38.07169692	15.58351294	0.219729915	60.43946147	0	0	71.86038208	69.89929199	70.27420807	70.90867615	72.20645142	71.86038208	71.0528717	66.52506256	69.52437592	67.62096405	66.98649597	67.39025116	67.21720886	106.4678421	77.08033752
