ExperimentControl	310	"StartTime = Jul 31, 2007 16:06:06.879"	"EndTime = Jul 31, 2007 16:07:31.894"	OperationCode = D1_B1_L1	OperationMode = 34	TestArticleName = HyDE	"Comments = ""Testing runs for HyDE for FY2007 IVHM Milestone (HyDE History=5)"""	FaultType = discrete	FaultMode = failed off	FaultLocation = INV1	FaultInjection = manual	LoadLocation = 170	LoadName = LGT6	LoadSchedule = none	LoadLocation = 171	LoadName = FAN1	LoadSchedule = none	LoadLocation = 172	LoadName = FAN3	LoadSchedule = none	LoadLocation = 173	LoadName = LGT8	LoadSchedule = none																																																											
AntagonistData	2007-07-31 16:06:24.688 GMT-07:00	25.53810883	25.53810883	0.014648661	0.087891966	0.073243305	0.073243305	0.073243305	25.2597847	25.2597847	0.043945983	0.014648661	0.29297322	0.219729915	0.014648661	24.23437881	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.008207792	-0.061011221	-0.014090026	-0.003522506	0.004297693	-0.045370823	16.3723242	18.48941049	0.219729915	0.439459831	0	0	71.88922119	69.84161377	70.27420807	70.82215881	72.11993408	71.80270386	70.90867615	80.42572784	79.21446228	75.8979187	67.13069153	67.59212494	67.21720886	69.38018036	66.15014648
AntagonistData	2007-07-31 16:06:25.188 GMT-07:00	25.53810883	25.53810883	0.014648661	0.087891966	0.073243305	0.14648661	0.087891966	25.2597847	25.2597847	0.014648661	0.014648661	0.219729915	0.219729915	0.029297322	24.23437881	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.045370823	-0.014090026	0.008207792	3.88E-04	-0.045370823	16.37600654	18.43036143	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.30304718	70.85099792	72.11993408	71.80270386	70.90867615	80.3103714	79.21446228	75.8979187	67.13069153	67.59212494	67.27489471	69.38018036	66.15014648
AntagonistData	2007-07-31 16:06:25.688 GMT-07:00	25.53810883	25.53810883	0	0.087891966	0.14648661	0.073243305	0.073243305	25.2597847	25.2597847	0.029297322	0.014648661	0.219729915	0.14648661	0.029297322	24.24902725	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	-0.003522506	3.88E-04	-0.045370823	16.46753916	18.37078632	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.30304718	70.85099792	72.09109497	71.83154297	70.93751526	80.3103714	79.18562317	75.84024048	67.07301331	67.59212494	67.27489471	69.35134125	66.64041901
AntagonistData	2007-07-31 16:06:26.188 GMT-07:00	25.53810883	25.53810883	0.014648661	0.073243305	0.073243305	0.073243305	0.073243305	25.2597847	25.27443314	0.043945983	0.014648661	0.29297322	0.219729915	0.014648661	24.23437881	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.045370823	-0.014090026	3.88E-04	3.88E-04	-0.045370823	16.47201058	18.28411967	0.219729915	0.439459831	0	0	71.88922119	69.84161377	70.30304718	70.87983704	72.09109497	71.83154297	70.93751526	80.19500732	79.18562317	75.84024048	67.07301331	67.59212494	67.21720886	69.35134125	66.64041901
AntagonistData	2007-07-31 16:06:26.688 GMT-07:00	25.53810883	25.56740761	0	0.073243305	0.073243305	0.14648661	0.058594644	25.2597847	25.2597847	0	0	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.045370823	-0.014090026	3.88E-04	0.004297693	-0.045370823	16.54618356	18.33909184	0.219729915	0.439459831	0	0	71.88922119	69.84161377	70.30304718	70.87983704	72.09109497	71.80270386	70.96635437	80.19500732	79.15678406	75.81140137	67.10185242	67.59212494	67.21720886	69.35134125	66.20782471
UserCommand	2007-07-31 16:06:27.004 GMT-07:00	EY141_CL	1																																																																															
AntagonistCommand	2007-07-31 16:06:27.004 GMT-07:00	EY141_CL	1																																																																															
AntagonistData	2007-07-31 16:06:27.188 GMT-07:00	25.53810883	25.56740761	25.55275726	0.073243305	0.073243305	0.14648661	0.073243305	25.2597847	25.27443314	0.029297322	0	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	16.61654269	18.42930933	0.219729915	0.439459831	0	0	71.88922119	69.81277466	70.27420807	70.87983704	72.09109497	71.80270386	70.96635437	80.1373291	79.15678406	75.81140137	67.10185242	67.53444672	67.30373383	69.35134125	66.20782471
AntagonistData	2007-07-31 16:06:27.688 GMT-07:00	25.55275726	25.53810883	25.56740761	0.087891966	0.073243305	0.073243305	0.073243305	25.2597847	25.24513626	0	0.014648661	0.219729915	0.219729915	0	24.23437881	24.21973038	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	0.008207792	0.004297693	-0.045370823	16.47661352	18.36670944	0.219729915	0.439459831	0	0	71.88922119	69.81277466	70.27420807	70.87983704	72.09109497	71.80270386	70.96635437	80.1373291	79.12794495	75.81140137	67.10185242	67.53444672	67.30373383	69.35134125	66.20782471
AntagonistData	2007-07-31 16:06:28.188 GMT-07:00	25.53810883	25.53810883	25.56740761	0.073243305	0.073243305	0.073243305	0.058594644	25.2597847	25.2597847	0.029297322	0.014648661	0.219729915	0.14648661	0.014648661	24.23437881	24.21973038	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	16.55341675	18.40813584	0.219729915	0.439459831	0	0	71.9180603	69.87045288	70.30304718	70.87983704	72.09109497	71.80270386	70.96635437	80.1373291	79.12794495	75.81140137	67.10185242	67.5056076	67.24604797	69.35134125	66.35202789
AntagonistData	2007-07-31 16:06:28.688 GMT-07:00	25.53810883	25.53810883	25.55275726	0.058594644	0.073243305	0.073243305	0.058594644	25.27443314	25.2597847	0.043945983	0.014648661	0.219729915	0.219729915	0.029297322	24.21973038	24.21973038	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	16.51869748	18.41550053	0.219729915	0.439459831	0	0	71.9180603	69.87045288	70.30304718	70.82215881	72.11993408	71.83154297	70.96635437	80.07965088	79.04142761	75.7248764	67.10185242	67.5056076	67.24604797	69.32250214	66.35202789
UserCommand	2007-07-31 16:06:28.816 GMT-07:00	EY160_CL	1																																																																															
AntagonistCommand	2007-07-31 16:06:28.816 GMT-07:00	EY160_CL	1																																																																															
AntagonistData	2007-07-31 16:06:29.188 GMT-07:00	25.55275726	25.56740761	25.53810883	25.53810883	0.073243305	0.073243305	25.55275726	25.2597847	25.27443314	0.014648661	0.014648661	0.219729915	0.219729915	0.029297322	24.23437881	24.21973038	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	60.43545641	3.88E-04	0.012117892	-0.076653075	-0.014090026	3.88E-04	0.004297693	-0.045370823	16.61996201	18.41129214	0.219729915	0.439459831	0	0	71.88922119	69.84161377	70.30304718	70.82215881	72.11993408	71.83154297	70.96635437	80.07965088	79.04142761	75.7248764	67.10185242	67.53444672	67.24604797	69.32250214	66.20782471
AntagonistData	2007-07-31 16:06:29.688 GMT-07:00	25.53810883	25.56740761	25.53810883	25.52346039	0.073243305	0.073243305	25.56740761	25.2597847	25.2597847	0.014648661	0.014648661	0.29297322	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.03283117	0.079752365	3.88E-04	0.016027992	-0.076653075	-0.014090026	0.008207792	3.88E-04	-0.045370823	16.63179812	18.43706856	0	0.439459831	0	0	71.88922119	69.84161377	70.33188629	70.85099792	72.11993408	71.83154297	70.96635437	79.93545532	79.04142761	75.66719818	67.10185242	67.53444672	67.24604797	69.32250214	66.20782471
AntagonistData	2007-07-31 16:06:30.188 GMT-07:00	25.53810883	25.56740761	25.53810883	25.53810883	0.073243305	0.14648661	25.53810883	25.2597847	25.2597847	0.029297322	0.014648661	0.219729915	0.219729915	0.029297322	24.23437881	24.21973038	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.517686433	3.88E-04	0.008207792	-0.045370823	-0.014090026	3.88E-04	3.88E-04	-0.045370823	16.57853561	18.53872763	0.439459831	0.439459831	0	0	71.94689941	69.84161377	70.33188629	70.85099792	72.11993408	71.83154297	70.96635437	79.93545532	79.04142761	75.66719818	67.07301331	67.56328583	67.21720886	69.35134125	66.1789856
AntagonistData	2007-07-31 16:06:30.688 GMT-07:00	25.53810883	25.50881195	25.53810883	25.50881195	0.073243305	0.073243305	25.53810883	25.2597847	25.2597847	0	0	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.721013069	0.70537267	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	16.5093601	18.40077115	0.219729915	0.439459831	0	0	71.94689941	69.84161377	70.27420807	70.87983704	72.11993408	71.77386475	70.96635437	79.82009888	78.95491028	75.66719818	67.07301331	67.56328583	67.21720886	69.35134125	66.1789856
AntagonistData	2007-07-31 16:06:31.190 GMT-07:00	25.49416351	25.47951508	25.47951508	25.46486664	0.073243305	0.073243305	25.47951508	25.2597847	25.24513626	0	0	0.219729915	0.219729915	0.014648661	24.23437881	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.518677757	1.440475765	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	16.65928421	18.55819147	0.219729915	0.439459831	0	0	71.86038208	69.87045288	70.27420807	70.87983704	72.11993408	71.77386475	70.93751526	79.82009888	78.95491028	75.66719818	67.13069153	67.56328583	67.21720886	69.35134125	66.12130737
AntagonistData	2007-07-31 16:06:31.690 GMT-07:00	25.53810883	25.52346039	25.55275726	25.52346039	0.073243305	0.14648661	25.53810883	25.2597847	25.2597847	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.627170678	3.88E-04	0.012117892	-0.045370823	-0.014090026	0.008207792	3.88E-04	-0.045370823	16.33576376	18.33001749	0.219729915	0.439459831	0	0	71.86038208	69.87045288	70.30304718	70.85099792	72.11993408	71.77386475	70.93751526	79.67589569	78.95491028	75.66719818	67.13069153	67.56328583	67.21720886	69.35134125	66.12130737
AntagonistData	2007-07-31 16:06:32.190 GMT-07:00	25.53810883	25.52346039	25.53810883	25.52346039	0.366216525	0.439459831	25.53810883	25.2597847	25.2597847	0.029297322	0	0.219729915	0.219729915	0	24.23437881	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.03283117	0.517686433	-0.007432606	0.008207792	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	14.91543005	16.89035146	158.2330108	0.439459831	0	0	71.9180603	69.87045288	70.30304718	70.85099792	72.11993408	71.83154297	70.93751526	79.67589569	78.95491028	75.58068085	67.07301331	67.53444672	67.21720886	69.32250214	66.29434967
AntagonistData	2007-07-31 16:06:32.690 GMT-07:00	25.52346039	25.52346039	25.53810883	25.52346039	0.219729915	0.219729915	25.53810883	25.2597847	25.2597847	0	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.642811076	0.595888426	3.88E-04	0.012117892	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.061011221	13.49023039	14.73210179	635.390234	0.439459831	0	0	71.9180603	69.84161377	70.30304718	70.85099792	72.09109497	71.83154297	70.93751526	79.61821747	78.89723206	75.58068085	67.07301331	67.53444672	67.27489471	69.32250214	66.29434967
AntagonistData	2007-07-31 16:06:33.190 GMT-07:00	25.52346039	25.50881195	25.52346039	25.49416351	0.219729915	0.219729915	25.49416351	25.2597847	25.2597847	0.014648661	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.112025941	1.143306738	3.88E-04	0.008207792	-0.061011221	-0.014090026	-0.003522506	3.88E-04	-0.045370823	15.26564752	15.88138848	634.2916012	0.439459831	0	0	71.88922119	69.84161377	70.30304718	70.85099792	72.09109497	71.80270386	70.93751526	79.61821747	78.89723206	75.55184174	67.04417419	67.5056076	67.27489471	69.35134125	66.20782471
AntagonistData	2007-07-31 16:06:33.690 GMT-07:00	25.52346039	25.49416351	25.49416351	25.47951508	0.219729915	0.219729915	25.49416351	25.2597847	25.2597847	0.029297322	0	0.219729915	0.219729915	0.014648661	24.23437881	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.112025941	1.12766634	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	0.004297693	-0.045370823	13.88937046	16.01040213	634.2916012	0.439459831	0	0	71.88922119	69.87045288	70.30304718	70.85099792	72.09109497	71.80270386	70.93751526	79.53170013	78.83955383	75.55184174	67.04417419	67.5056076	67.24604797	69.35134125	66.20782471
AntagonistData	2007-07-31 16:06:34.190 GMT-07:00	25.49416351	25.50881195	25.52346039	25.49416351	0.29297322	0.219729915	25.52346039	25.24513626	25.24513626	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.112025941	1.143306738	3.88E-04	0.012117892	-0.076653075	-0.014090026	0.008207792	3.88E-04	-0.045370823	13.73970938	14.81206132	634.2916012	0.439459831	0	0	71.88922119	69.87045288	70.30304718	70.85099792	72.11993408	71.80270386	70.93751526	79.53170013	78.83955383	75.49416351	67.04417419	67.5056076	67.24604797	69.35134125	66.20782471
AntagonistData	2007-07-31 16:06:34.690 GMT-07:00	25.52346039	25.50881195	25.52346039	25.49416351	120.3662109	120.5859518	25.49416351	25.2597847	25.2597847	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.12766634	1.143306738	3.88E-04	0.008207792	-0.045370823	-0.014090026	0.008207792	3.88E-04	-0.045370823	14.5345702	15.04838907	217.1343565	0.439459831	0	0	71.88922119	69.87045288	70.30304718	70.87983704	72.11993408	71.80270386	70.93751526	79.4451828	78.83955383	75.49416351	67.04417419	67.62096405	67.24604797	69.35134125	66.20782471
AntagonistData	2007-07-31 16:06:35.190 GMT-07:00	25.52346039	25.50881195	25.52346039	25.49416351	121.0986471	121.1718893	25.49416351	25.2597847	25.2597847	0.029297322	0	0.29297322	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.112025941	3.88E-04	0.012117892	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	13.86688185	15.38216749	63.07621598	0.439459831	0	0	71.88922119	69.87045288	70.30304718	70.87983704	72.14877319	71.80270386	70.96635437	79.4451828	78.81071472	75.52300262	67.15953064	67.62096405	67.24604797	69.35134125	66.26551056
AntagonistData	2007-07-31 16:06:35.690 GMT-07:00	25.52346039	25.50881195	25.49416351	25.49416351	121.1718893	121.2451315	25.49416351	25.2597847	25.2597847	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.12766634	3.88E-04	0.008207792	-0.061011221	-0.014090026	0.008207792	0.008207792	-0.045370823	13.01849548	14.69304262	60.87892056	0.439459831	0	0	71.88922119	69.81277466	70.30304718	70.87983704	72.14877319	71.80270386	70.96635437	79.35866547	78.81071472	75.52300262	67.15953064	67.59212494	67.21720886	69.35134125	66.26551056
AntagonistData	2007-07-31 16:06:36.190 GMT-07:00	25.53810883	25.49416351	25.49416351	25.49416351	121.1718893	121.2451315	25.52346039	25.2597847	25.2597847	0	0	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.112025941	3.88E-04	0.008207792	-0.045370823	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.52718537	14.25260766	60.65918803	0.439459831	0	0	71.88922119	69.81277466	70.30304718	70.85099792	72.11993408	71.77386475	70.93751526	79.35866547	78.78187561	75.4653244	67.15953064	67.59212494	67.21720886	69.38018036	66.26551056
AntagonistData	2007-07-31 16:06:36.690 GMT-07:00	25.53810883	25.49416351	25.52346039	25.49416351	121.1718893	121.2451315	25.52346039	25.2597847	25.24513626	0.014648661	0	0.29297322	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.080745144	1.12766634	3.88E-04	0.008207792	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	14.06770125	14.39727128	60.43946147	0.439459831	0	0	71.86038208	69.84161377	70.27420807	70.85099792	72.11993408	71.77386475	70.93751526	79.35866547	78.78187561	75.4653244	67.10185242	67.59212494	67.24604797	69.38018036	66.26551056
AntagonistData	2007-07-31 16:06:37.190 GMT-07:00	25.52346039	25.50881195	25.49416351	25.49416351	121.1718893	121.2451315	25.52346039	25.2597847	25.2597847	0.043945983	0	0.29297322	0.219729915	0.014648661	24.23437881	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.12766634	3.88E-04	0.008207792	-0.061011221	-0.014090026	3.88E-04	0.004297693	-0.045370823	14.47328543	15.04523277	60.43946147	0.439459831	0	0	71.86038208	69.84161377	70.27420807	70.85099792	72.14877319	71.77386475	70.96635437	79.27214813	78.69535065	75.40764618	67.10185242	67.59212494	67.24604797	69.35134125	66.26551056
AntagonistData	2007-07-31 16:06:37.690 GMT-07:00	25.52346039	25.49416351	25.49416351	25.49416351	121.1718893	121.2451315	25.49416351	25.24513626	25.2597847	0.029297322	0	0.219729915	0.219729915	0.014648661	24.21973038	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.033822494	1.12766634	3.88E-04	0.008207792	-0.076653075	-0.014090026	3.88E-04	0.004297693	-0.045370823	14.36228898	15.17003802	60.43946147	0.439459831	0	0	71.86038208	69.87045288	70.27420807	70.85099792	72.14877319	71.77386475	70.96635437	79.27214813	78.69535065	75.40764618	67.04417419	67.59212494	67.18836975	69.35134125	66.1789856
AntagonistData	2007-07-31 16:06:38.190 GMT-07:00	25.52346039	25.49416351	25.49416351	25.49416351	121.1718893	121.2451315	25.52346039	25.2597847	25.2597847	0.014648661	0	0.29297322	0.219729915	0.014648661	24.23437881	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.112025941	0.008207792	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	14.18408971	15.24381647	60.43946147	0.439459831	0	0	71.86038208	69.87045288	70.30304718	70.87983704	72.09109497	71.83154297	70.96635437	79.12794495	78.66651154	75.37880707	67.04417419	67.59212494	67.18836975	69.35134125	66.1789856
AntagonistData	2007-07-31 16:06:38.690 GMT-07:00	25.52346039	25.49416351	25.52346039	25.49416351	121.1718893	121.2451315	25.49416351	25.2597847	25.2597847	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.080745144	1.12766634	3.88E-04	0.012117892	-0.061011221	-0.014090026	-0.003522506	3.88E-04	-0.045370823	13.74720558	15.0327391	60.21972895	0.439459831	0	0	71.9180603	69.84161377	70.30304718	70.87983704	72.09109497	71.83154297	70.96635437	79.12794495	78.66651154	75.37880707	67.07301331	67.59212494	67.21720886	69.35134125	66.29434967
AntagonistData	2007-07-31 16:06:39.190 GMT-07:00	25.52346039	25.50881195	25.52346039	25.49416351	121.1718893	121.2451315	25.49416351	25.2597847	25.24513626	0.029297322	0	0.219729915	0.219729915	0.014648661	24.23437881	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.112025941	3.88E-04	0.008207792	-0.045370823	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.48470687	14.89110026	60.21972895	0.439459831	0	0	71.9180603	69.84161377	70.27420807	70.85099792	72.11993408	71.83154297	70.96635437	79.09910583	78.63767242	75.34996796	67.07301331	67.59212494	67.21720886	69.35134125	66.29434967
AntagonistData	2007-07-31 16:06:39.690 GMT-07:00	25.53810883	25.50881195	25.52346039	25.49416351	121.1718893	121.2451315	25.49416351	25.2597847	25.24513626	0	0	0.219729915	0.14648661	0.014648661	24.23437881	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.112025941	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	0.004297693	-0.045370823	13.36489909	14.7937811	60.43946147	0.439459831	0	0	71.88922119	69.84161377	70.27420807	70.85099792	72.11993408	71.83154297	70.93751526	79.09910583	78.63767242	75.34996796	67.13069153	67.56328583	67.24604797	69.38018036	66.15014648
AntagonistData	2007-07-31 16:06:40.190 GMT-07:00	25.52346039	25.49416351	25.49416351	25.50881195	121.2451315	121.2451315	25.49416351	25.2597847	25.24513626	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.12766634	3.88E-04	0.016027992	-0.045370823	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.38278478	14.8128504	60.43946147	0.439459831	0	0	71.88922119	69.84161377	70.27420807	70.87983704	72.11993408	71.83154297	70.93751526	79.0125885	78.52231598	75.29228973	67.13069153	67.56328583	67.24604797	69.38018036	66.15014648
AntagonistData	2007-07-31 16:06:40.690 GMT-07:00	25.53810883	25.47951508	25.49416351	25.49416351	121.2451315	121.2451315	25.49416351	25.2597847	25.2597847	0.029297322	0	0.219729915	0.219729915	0.029297322	24.23437881	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.096385543	3.88E-04	0.012117892	-0.061011221	-0.014090026	0.008207792	0.004297693	-0.045370823	13.54336139	14.89741286	60.21972895	0.219729915	0	0	71.88922119	69.84161377	70.27420807	70.87983704	72.11993408	71.83154297	70.96635437	79.0125885	78.52231598	75.29228973	67.10185242	67.56328583	67.24604797	69.38018036	66.26551056
AntagonistData	2007-07-31 16:06:41.190 GMT-07:00	25.52346039	25.49416351	25.49416351	25.49416351	121.1718893	121.2451315	25.49416351	25.2597847	25.2597847	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.1904335	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.018182095	1.112025941	0.008207792	0.012117892	-0.045370823	-0.014090026	0.008207792	3.88E-04	-0.045370823	14.21341697	15.16464601	60.21972895	0.439459831	0	0	71.88922119	69.81277466	70.30304718	70.85099792	72.11993408	71.83154297	70.96635437	78.95491028	78.49347687	75.29228973	67.10185242	67.56328583	67.24604797	69.38018036	66.26551056
AntagonistData	2007-07-31 16:06:41.690 GMT-07:00	25.52346039	25.49416351	25.49416351	25.49416351	121.1718893	121.3183737	25.49416351	25.2597847	25.2597847	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.12766634	3.88E-04	0.008207792	-0.061011221	-0.014090026	0.008207792	0.004297693	-0.045370823	14.20158085	14.39253683	60.21972895	0.439459831	0	0	71.86038208	69.81277466	70.30304718	70.85099792	72.11993408	71.77386475	70.93751526	78.95491028	78.49347687	75.26345062	67.04417419	67.59212494	67.24604797	69.35134125	66.29434967
AntagonistData	2007-07-31 16:06:42.190 GMT-07:00	25.53810883	25.49416351	25.49416351	25.49416351	121.1718893	121.3183737	25.49416351	25.2597847	25.2597847	0.014648661	0	0.219729915	0.14648661	0.014648661	24.23437881	24.21973038	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.112025941	-0.003522506	0.016027992	-0.076653075	-0.014090026	0.008207792	3.88E-04	-0.045370823	13.21142415	14.47407451	60.21972895	0.439459831	0	0	71.86038208	69.84161377	70.27420807	70.85099792	72.11993408	71.77386475	70.93751526	78.89723206	78.43579865	75.26345062	67.04417419	67.59212494	67.21720886	69.35134125	66.29434967
