Master Index,before_after,date_diff,flight_length,label,hierarchy,fold,class,target_class,hclass,number_flights_before
7286.0,0.0,1.0,5741.0,engine run rough,unknown,0.0,7.0,0.0,0.0,-1.0
7287.0,1.0,-1.0,5570.0,engine run rough,unknown,0.0,7.0,7.0,3.0,3.0
7291.0,0.0,2.0,5819.0,engine run rough,unknown,0.0,7.0,0.0,0.0,-1.0
7293.0,1.0,-1.0,5741.0,engine run rough,unknown,0.0,7.0,7.0,3.0,2.0
7294.0,0.0,1.0,11341.0,engine run rough,unknown,0.0,7.0,0.0,0.0,-1.0
7296.0,1.0,-1.0,5476.0,engine run rough,unknown,0.0,7.0,7.0,3.0,3.0
7300.0,1.0,-1.0,3881.0,engine run rough,unknown,0.0,7.0,7.0,3.0,0.0
7309.0,0.0,2.0,4434.0,engine run rough,unknown,0.0,7.0,0.0,0.0,-1.0
7310.0,0.0,1.0,10673.0,engine run rough,unknown,0.0,7.0,0.0,0.0,-1.0
7311.0,1.0,-2.0,1833.0,engine run rough,unknown,0.0,7.0,7.0,3.0,2.0
7318.0,1.0,-1.0,6122.0,engine run rough,unknown,0.0,7.0,7.0,3.0,3.0
7322.0,0.0,1.0,3965.0,engine run rough,unknown,0.0,7.0,0.0,0.0,-1.0
7324.0,1.0,-1.0,1695.0,engine run rough,unknown,0.0,7.0,7.0,3.0,0.0
7326.0,0.0,1.0,4930.0,engine run rough,unknown,0.0,7.0,0.0,0.0,-1.0
7327.0,1.0,-1.0,5414.0,engine run rough,unknown,0.0,7.0,7.0,3.0,3.0
7328.0,0.0,1.0,12323.0,engine run rough,unknown,0.0,7.0,0.0,0.0,-1.0
7329.0,1.0,-2.0,5692.0,engine run rough,unknown,0.0,7.0,7.0,3.0,1.0
7332.0,1.0,-1.0,5492.0,engine run rough,unknown,0.0,7.0,7.0,3.0,2.0
7341.0,0.0,1.0,9376.0,engine run rough,unknown,0.0,7.0,0.0,0.0,-1.0
7342.0,0.0,1.0,6330.0,engine run rough,unknown,0.0,7.0,0.0,0.0,-1.0
7349.0,1.0,-1.0,6443.0,engine run rough,unknown,0.0,7.0,7.0,3.0,0.0
7354.0,1.0,-1.0,4715.0,engine run rough,unknown,0.0,7.0,7.0,3.0,3.0
7355.0,0.0,1.0,3609.0,engine run rough,unknown,0.0,7.0,0.0,0.0,-1.0
7356.0,0.0,1.0,6277.0,engine run rough,unknown,0.0,7.0,0.0,0.0,-1.0
7362.0,0.0,2.0,1602.0,engine run rough,unknown,0.0,7.0,0.0,0.0,-1.0
7363.0,0.0,1.0,4959.0,engine run rough,unknown,0.0,7.0,0.0,0.0,-1.0
7365.0,0.0,1.0,4792.0,engine run rough,unknown,0.0,7.0,0.0,0.0,-1.0
7367.0,1.0,-1.0,6219.0,engine run rough,unknown,0.0,7.0,7.0,3.0,2.0
7368.0,0.0,2.0,4074.0,engine run rough,unknown,0.0,7.0,0.0,0.0,-1.0
7372.0,0.0,1.0,6564.0,engine run rough,unknown,0.0,7.0,0.0,0.0,-1.0
7374.0,0.0,1.0,2113.0,engine run rough,unknown,0.0,7.0,0.0,0.0,-1.0
7376.0,0.0,1.0,5710.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7377.0,0.0,1.0,1057.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7379.0,0.0,2.0,5504.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7381.0,0.0,1.0,4792.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7382.0,0.0,2.0,6769.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7383.0,1.0,-2.0,3563.0,engine run rough,unknown,1.0,7.0,7.0,3.0,3.0
7388.0,1.0,-1.0,4758.0,engine run rough,unknown,1.0,7.0,7.0,3.0,1.0
7390.0,1.0,-2.0,1601.0,engine run rough,unknown,1.0,7.0,7.0,3.0,0.0
7394.0,0.0,2.0,5944.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7396.0,0.0,2.0,5445.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7400.0,0.0,1.0,5569.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7401.0,0.0,1.0,3656.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7406.0,1.0,-1.0,6379.0,engine run rough,unknown,1.0,7.0,7.0,3.0,0.0
7412.0,0.0,2.0,4791.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7417.0,0.0,1.0,14630.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7420.0,1.0,-2.0,5850.0,engine run rough,unknown,1.0,7.0,7.0,3.0,2.0
7424.0,1.0,-1.0,4680.0,engine run rough,unknown,1.0,7.0,7.0,3.0,1.0
7425.0,1.0,-1.0,4605.0,engine run rough,unknown,1.0,7.0,7.0,3.0,3.0
7428.0,1.0,-2.0,5146.0,engine run rough,unknown,1.0,7.0,7.0,3.0,4.0
7430.0,0.0,1.0,4543.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7431.0,1.0,-1.0,6920.0,engine run rough,unknown,1.0,7.0,7.0,3.0,0.0
7434.0,0.0,1.0,5612.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7435.0,1.0,-1.0,4708.0,engine run rough,unknown,1.0,7.0,7.0,3.0,1.0
7436.0,0.0,1.0,8126.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7437.0,1.0,-1.0,8372.0,engine run rough,unknown,1.0,7.0,7.0,3.0,2.0
7438.0,0.0,1.0,5506.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7440.0,0.0,2.0,5768.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7442.0,0.0,2.0,5212.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7443.0,1.0,-2.0,5084.0,engine run rough,unknown,1.0,7.0,7.0,3.0,3.0
7445.0,0.0,2.0,5392.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7448.0,1.0,-1.0,5599.0,engine run rough,unknown,1.0,7.0,7.0,3.0,4.0
7449.0,1.0,-1.0,6079.0,engine run rough,unknown,1.0,7.0,7.0,3.0,0.0
7451.0,1.0,-1.0,5237.0,engine run rough,unknown,1.0,7.0,7.0,3.0,4.0
7452.0,0.0,1.0,4835.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7453.0,0.0,1.0,4542.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7454.0,0.0,2.0,6534.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7456.0,1.0,-1.0,5212.0,engine run rough,unknown,1.0,7.0,7.0,3.0,1.0
7458.0,1.0,-1.0,5772.0,engine run rough,unknown,1.0,7.0,7.0,3.0,2.0
7459.0,0.0,2.0,4247.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7461.0,1.0,-1.0,6784.0,engine run rough,unknown,1.0,7.0,7.0,3.0,1.0
7462.0,1.0,-1.0,5850.0,engine run rough,unknown,1.0,7.0,7.0,3.0,1.0
7463.0,0.0,2.0,4397.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7466.0,1.0,-1.0,4231.0,engine run rough,unknown,1.0,7.0,7.0,3.0,2.0
7467.0,1.0,-1.0,8043.0,engine run rough,unknown,1.0,7.0,7.0,3.0,2.0
7468.0,1.0,-1.0,5397.0,engine run rough,unknown,1.0,7.0,7.0,3.0,4.0
7469.0,1.0,-1.0,5958.0,engine run rough,unknown,1.0,7.0,7.0,3.0,0.0
7473.0,1.0,-2.0,4570.0,engine run rough,unknown,1.0,7.0,7.0,3.0,2.0
7474.0,1.0,-1.0,5367.0,engine run rough,unknown,1.0,7.0,7.0,3.0,4.0
7476.0,1.0,-1.0,5477.0,engine run rough,unknown,1.0,7.0,7.0,3.0,0.0
7477.0,1.0,-1.0,3189.0,engine run rough,unknown,1.0,7.0,7.0,3.0,1.0
7485.0,1.0,-1.0,4698.0,engine run rough,unknown,1.0,7.0,7.0,3.0,2.0
7487.0,1.0,-1.0,6028.0,engine run rough,unknown,1.0,7.0,7.0,3.0,1.0
7492.0,0.0,2.0,7249.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7493.0,0.0,1.0,4901.0,engine run rough,unknown,1.0,7.0,0.0,0.0,-1.0
7501.0,1.0,-1.0,1774.0,engine run rough,unknown,2.0,7.0,7.0,3.0,0.0
7502.0,0.0,1.0,5313.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7503.0,0.0,1.0,6551.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7504.0,1.0,-1.0,6567.0,engine run rough,unknown,2.0,7.0,7.0,3.0,3.0
7506.0,0.0,1.0,3890.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7507.0,1.0,-1.0,6440.0,engine run rough,unknown,2.0,7.0,7.0,3.0,2.0
7511.0,1.0,-1.0,2846.0,engine run rough,unknown,2.0,7.0,7.0,3.0,4.0
7512.0,1.0,-2.0,9556.0,engine run rough,unknown,2.0,7.0,7.0,3.0,4.0
7515.0,1.0,-1.0,9532.0,engine run rough,unknown,2.0,7.0,7.0,3.0,0.0
7516.0,1.0,-1.0,4791.0,engine run rough,unknown,2.0,7.0,7.0,3.0,0.0
7518.0,1.0,-1.0,4077.0,engine run rough,unknown,2.0,7.0,7.0,3.0,1.0
7523.0,0.0,2.0,4388.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7529.0,1.0,-2.0,2146.0,engine run rough,unknown,2.0,7.0,7.0,3.0,3.0
7531.0,1.0,-1.0,4839.0,engine run rough,unknown,2.0,7.0,7.0,3.0,2.0
7532.0,1.0,-1.0,10335.0,engine run rough,unknown,2.0,7.0,7.0,3.0,0.0
7537.0,1.0,-1.0,5191.0,engine run rough,unknown,2.0,7.0,7.0,3.0,3.0
7538.0,1.0,-1.0,8694.0,engine run rough,unknown,2.0,7.0,7.0,3.0,1.0
7539.0,1.0,-1.0,5710.0,engine run rough,unknown,2.0,7.0,7.0,3.0,3.0
7540.0,0.0,2.0,8364.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7544.0,1.0,-1.0,4977.0,engine run rough,unknown,2.0,7.0,7.0,3.0,2.0
7545.0,0.0,2.0,7006.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7548.0,1.0,-1.0,8128.0,engine run rough,unknown,2.0,7.0,7.0,3.0,0.0
7554.0,0.0,2.0,12150.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7555.0,1.0,-1.0,4496.0,engine run rough,unknown,2.0,7.0,7.0,3.0,1.0
7556.0,0.0,2.0,4901.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7561.0,1.0,-2.0,9771.0,engine run rough,unknown,2.0,7.0,7.0,3.0,2.0
7562.0,0.0,1.0,6160.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7563.0,1.0,-1.0,4854.0,engine run rough,unknown,2.0,7.0,7.0,3.0,0.0
7564.0,0.0,2.0,7715.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7571.0,1.0,-1.0,2441.0,engine run rough,unknown,2.0,7.0,7.0,3.0,0.0
7573.0,1.0,-1.0,5305.0,engine run rough,unknown,2.0,7.0,7.0,3.0,4.0
7574.0,1.0,-2.0,6717.0,engine run rough,unknown,2.0,7.0,7.0,3.0,2.0
7576.0,1.0,-2.0,11656.0,engine run rough,unknown,2.0,7.0,7.0,3.0,3.0
7577.0,0.0,2.0,5554.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7578.0,1.0,-1.0,3812.0,engine run rough,unknown,2.0,7.0,7.0,3.0,1.0
7579.0,1.0,-2.0,14162.0,engine run rough,unknown,2.0,7.0,7.0,3.0,1.0
7580.0,0.0,2.0,4231.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7585.0,0.0,1.0,8934.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7587.0,0.0,2.0,2567.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7589.0,1.0,-1.0,4691.0,engine run rough,unknown,2.0,7.0,7.0,3.0,3.0
7590.0,1.0,-1.0,6457.0,engine run rough,unknown,2.0,7.0,7.0,3.0,4.0
7591.0,0.0,2.0,4432.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7593.0,1.0,-1.0,2349.0,engine run rough,unknown,2.0,7.0,7.0,3.0,0.0
7594.0,1.0,-1.0,7360.0,engine run rough,unknown,2.0,7.0,7.0,3.0,2.0
7603.0,0.0,1.0,6250.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7604.0,1.0,-1.0,9569.0,engine run rough,unknown,2.0,7.0,7.0,3.0,1.0
7605.0,0.0,2.0,5461.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7608.0,1.0,-1.0,8712.0,engine run rough,unknown,2.0,7.0,7.0,3.0,2.0
7610.0,1.0,-1.0,9242.0,engine run rough,unknown,2.0,7.0,7.0,3.0,1.0
7611.0,0.0,2.0,4586.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7612.0,0.0,1.0,3170.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7616.0,0.0,1.0,5239.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7625.0,0.0,1.0,4262.0,engine run rough,unknown,2.0,7.0,0.0,0.0,-1.0
7626.0,1.0,-1.0,3206.0,engine run rough,unknown,2.0,7.0,7.0,3.0,4.0
7627.0,1.0,-2.0,3576.0,engine run rough,unknown,3.0,7.0,7.0,3.0,1.0
7628.0,1.0,-1.0,6061.0,engine run rough,unknown,3.0,7.0,7.0,3.0,2.0
7632.0,0.0,2.0,5647.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7633.0,0.0,2.0,5858.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7635.0,0.0,2.0,4992.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7636.0,1.0,-1.0,5772.0,engine run rough,unknown,3.0,7.0,7.0,3.0,2.0
7638.0,0.0,1.0,4355.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7639.0,1.0,-2.0,4963.0,engine run rough,unknown,3.0,7.0,7.0,3.0,3.0
7640.0,0.0,1.0,4273.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7641.0,0.0,2.0,6409.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7645.0,1.0,-1.0,10131.0,engine run rough,unknown,3.0,7.0,7.0,3.0,1.0
7646.0,0.0,1.0,4927.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7649.0,1.0,-1.0,6784.0,engine run rough,unknown,3.0,7.0,7.0,3.0,0.0
7650.0,1.0,-1.0,5866.0,engine run rough,unknown,3.0,7.0,7.0,3.0,1.0
7651.0,1.0,-1.0,3376.0,engine run rough,unknown,3.0,7.0,7.0,3.0,0.0
7652.0,1.0,-1.0,5896.0,engine run rough,unknown,3.0,7.0,7.0,3.0,3.0
7655.0,0.0,1.0,2147.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7656.0,0.0,1.0,5508.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7660.0,1.0,-1.0,3173.0,engine run rough,unknown,3.0,7.0,7.0,3.0,1.0
7665.0,1.0,-2.0,9337.0,engine run rough,unknown,3.0,7.0,7.0,3.0,2.0
7667.0,0.0,2.0,3872.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7668.0,0.0,1.0,7063.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7676.0,0.0,1.0,10655.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7678.0,0.0,1.0,2971.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7680.0,1.0,-1.0,4480.0,engine run rough,unknown,3.0,7.0,7.0,3.0,1.0
7681.0,1.0,-1.0,20679.0,engine run rough,unknown,3.0,7.0,7.0,3.0,0.0
7686.0,0.0,1.0,3500.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7687.0,1.0,-2.0,8095.0,engine run rough,unknown,3.0,7.0,7.0,3.0,1.0
7688.0,1.0,-1.0,7885.0,engine run rough,unknown,3.0,7.0,7.0,3.0,0.0
7689.0,1.0,-1.0,5308.0,engine run rough,unknown,3.0,7.0,7.0,3.0,1.0
7691.0,0.0,2.0,2846.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7692.0,0.0,2.0,4010.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7693.0,0.0,1.0,3375.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7695.0,1.0,-1.0,5213.0,engine run rough,unknown,3.0,7.0,7.0,3.0,0.0
7696.0,0.0,2.0,5181.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7697.0,1.0,-2.0,3376.0,engine run rough,unknown,3.0,7.0,7.0,3.0,4.0
7701.0,1.0,-1.0,3497.0,engine run rough,unknown,3.0,7.0,7.0,3.0,0.0
7705.0,1.0,-1.0,5209.0,engine run rough,unknown,3.0,7.0,7.0,3.0,3.0
7706.0,1.0,-1.0,12667.0,engine run rough,unknown,3.0,7.0,7.0,3.0,0.0
7707.0,1.0,-1.0,5644.0,engine run rough,unknown,3.0,7.0,7.0,3.0,1.0
7712.0,0.0,2.0,8712.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7715.0,1.0,-1.0,1960.0,engine run rough,unknown,3.0,7.0,7.0,3.0,3.0
7719.0,0.0,2.0,4248.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7722.0,0.0,2.0,5026.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7724.0,1.0,-1.0,8061.0,engine run rough,unknown,3.0,7.0,7.0,3.0,1.0
7726.0,1.0,-1.0,5104.0,engine run rough,unknown,3.0,7.0,7.0,3.0,0.0
7729.0,1.0,-2.0,7359.0,engine run rough,unknown,3.0,7.0,7.0,3.0,4.0
7731.0,1.0,-1.0,6154.0,engine run rough,unknown,3.0,7.0,7.0,3.0,3.0
7738.0,0.0,1.0,4040.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7743.0,0.0,2.0,5131.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7751.0,1.0,-1.0,2813.0,engine run rough,unknown,3.0,7.0,7.0,3.0,3.0
7753.0,0.0,1.0,6690.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7754.0,0.0,1.0,8463.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7758.0,1.0,-1.0,6069.0,engine run rough,unknown,3.0,7.0,7.0,3.0,0.0
7759.0,0.0,1.0,5100.0,engine run rough,unknown,3.0,7.0,0.0,0.0,-1.0
7760.0,1.0,-1.0,5990.0,engine run rough,unknown,4.0,7.0,7.0,3.0,2.0
7763.0,0.0,2.0,1026.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7768.0,1.0,-1.0,5631.0,engine run rough,unknown,4.0,7.0,7.0,3.0,1.0
7770.0,0.0,1.0,6215.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7775.0,1.0,-1.0,5241.0,engine run rough,unknown,4.0,7.0,7.0,3.0,1.0
7777.0,0.0,2.0,5213.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7780.0,0.0,2.0,5207.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7784.0,0.0,1.0,10288.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7785.0,0.0,2.0,6674.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7789.0,1.0,-1.0,5850.0,engine run rough,unknown,4.0,7.0,7.0,3.0,2.0
7791.0,1.0,-1.0,5508.0,engine run rough,unknown,4.0,7.0,7.0,3.0,1.0
7792.0,0.0,1.0,5835.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7795.0,0.0,2.0,4356.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7798.0,0.0,2.0,5880.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7805.0,1.0,-1.0,3778.0,engine run rough,unknown,4.0,7.0,7.0,3.0,2.0
7806.0,1.0,-1.0,2878.0,engine run rough,unknown,4.0,7.0,7.0,3.0,2.0
7808.0,1.0,-2.0,2178.0,engine run rough,unknown,4.0,7.0,7.0,3.0,4.0
7809.0,1.0,-1.0,2440.0,engine run rough,unknown,4.0,7.0,7.0,3.0,2.0
7811.0,0.0,1.0,6660.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7815.0,0.0,2.0,6955.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7817.0,0.0,2.0,7947.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7819.0,0.0,1.0,2395.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7820.0,1.0,-1.0,5833.0,engine run rough,unknown,4.0,7.0,7.0,3.0,3.0
7821.0,0.0,1.0,5321.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7825.0,0.0,1.0,5320.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7828.0,0.0,2.0,4853.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7829.0,0.0,1.0,7140.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7830.0,1.0,-2.0,6116.0,engine run rough,unknown,4.0,7.0,7.0,3.0,4.0
7832.0,1.0,-2.0,6209.0,engine run rough,unknown,4.0,7.0,7.0,3.0,2.0
7836.0,1.0,-1.0,6738.0,engine run rough,unknown,4.0,7.0,7.0,3.0,2.0
7840.0,0.0,1.0,6037.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7841.0,1.0,-2.0,7897.0,engine run rough,unknown,4.0,7.0,7.0,3.0,2.0
7846.0,1.0,-1.0,5586.0,engine run rough,unknown,4.0,7.0,7.0,3.0,0.0
7851.0,1.0,-1.0,5795.0,engine run rough,unknown,4.0,7.0,7.0,3.0,1.0
7853.0,0.0,2.0,3962.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7854.0,1.0,-1.0,4699.0,engine run rough,unknown,4.0,7.0,7.0,3.0,4.0
7855.0,0.0,1.0,6091.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7859.0,0.0,1.0,5764.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7863.0,1.0,-2.0,4698.0,engine run rough,unknown,4.0,7.0,7.0,3.0,4.0
7865.0,1.0,-1.0,3749.0,engine run rough,unknown,4.0,7.0,7.0,3.0,4.0
7867.0,1.0,-1.0,4029.0,engine run rough,unknown,4.0,7.0,7.0,3.0,1.0
7872.0,1.0,-1.0,14447.0,engine run rough,unknown,4.0,7.0,7.0,3.0,0.0
7873.0,1.0,-1.0,8918.0,engine run rough,unknown,4.0,7.0,7.0,3.0,0.0
7879.0,0.0,2.0,9887.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7880.0,0.0,1.0,6477.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7884.0,1.0,-1.0,4153.0,engine run rough,unknown,4.0,7.0,7.0,3.0,3.0
7885.0,0.0,1.0,5615.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7889.0,0.0,1.0,5083.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7892.0,1.0,-1.0,5115.0,engine run rough,unknown,4.0,7.0,7.0,3.0,1.0
7893.0,0.0,2.0,6435.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7894.0,0.0,2.0,4679.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7900.0,0.0,2.0,1944.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7901.0,1.0,-1.0,7329.0,engine run rough,unknown,4.0,7.0,7.0,3.0,2.0
7902.0,0.0,1.0,6438.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7904.0,0.0,1.0,5150.0,engine run rough,unknown,4.0,7.0,0.0,0.0,-1.0
7905.0,1.0,-1.0,6924.0,baffle plug need repair/replace,unknown,0.0,16.0,16.0,1.0,4.0
7906.0,0.0,2.0,6472.0,baffle plug need repair/replace,unknown,0.0,16.0,0.0,0.0,-1.0
7909.0,1.0,-1.0,4044.0,baffle plug need repair/replace,unknown,0.0,16.0,16.0,1.0,3.0
7910.0,1.0,-2.0,4023.0,baffle plug need repair/replace,unknown,0.0,16.0,16.0,1.0,2.0
7915.0,0.0,1.0,7655.0,baffle plug need repair/replace,unknown,0.0,16.0,0.0,0.0,-1.0
7916.0,1.0,-1.0,8667.0,baffle plug need repair/replace,unknown,0.0,16.0,16.0,1.0,0.0
7917.0,0.0,1.0,3640.0,baffle plug need repair/replace,unknown,0.0,16.0,0.0,0.0,-1.0
7919.0,1.0,-1.0,5242.0,baffle plug need repair/replace,unknown,0.0,16.0,16.0,1.0,1.0
7922.0,1.0,-1.0,5145.0,baffle plug need repair/replace,unknown,0.0,16.0,16.0,1.0,0.0
7927.0,1.0,-1.0,2191.0,baffle plug need repair/replace,unknown,0.0,16.0,16.0,1.0,0.0
7929.0,1.0,-1.0,4667.0,baffle plug need repair/replace,unknown,0.0,16.0,16.0,1.0,2.0
7934.0,1.0,-1.0,5383.0,baffle plug need repair/replace,unknown,0.0,16.0,16.0,1.0,0.0
7935.0,0.0,2.0,6421.0,baffle plug need repair/replace,unknown,0.0,16.0,0.0,0.0,-1.0
7936.0,1.0,-2.0,3920.0,baffle plug need repair/replace,unknown,0.0,16.0,16.0,1.0,4.0
7938.0,0.0,1.0,3872.0,baffle plug need repair/replace,unknown,0.0,16.0,0.0,0.0,-1.0
7939.0,1.0,-1.0,3685.0,baffle plug need repair/replace,unknown,0.0,16.0,16.0,1.0,1.0
7942.0,1.0,-1.0,3762.0,baffle plug need repair/replace,unknown,0.0,16.0,16.0,1.0,4.0
7943.0,1.0,-1.0,7701.0,baffle plug need repair/replace,unknown,0.0,16.0,16.0,1.0,1.0
7944.0,0.0,1.0,5056.0,baffle plug need repair/replace,unknown,0.0,16.0,0.0,0.0,-1.0
7945.0,1.0,-1.0,2069.0,baffle plug need repair/replace,unknown,0.0,16.0,16.0,1.0,0.0
7946.0,0.0,2.0,1508.0,baffle plug need repair/replace,unknown,0.0,16.0,0.0,0.0,-1.0
7947.0,0.0,2.0,2748.0,baffle plug need repair/replace,unknown,0.0,16.0,0.0,0.0,-1.0
7948.0,1.0,-1.0,6504.0,baffle plug need repair/replace,unknown,0.0,16.0,16.0,1.0,0.0
7950.0,1.0,-2.0,5194.0,baffle plug need repair/replace,unknown,0.0,16.0,16.0,1.0,4.0
7951.0,1.0,-1.0,2738.0,baffle plug need repair/replace,unknown,0.0,16.0,16.0,1.0,2.0
7952.0,0.0,1.0,5492.0,baffle plug need repair/replace,unknown,0.0,16.0,0.0,0.0,-1.0
7953.0,1.0,-1.0,5679.0,baffle plug need repair/replace,unknown,0.0,16.0,16.0,1.0,1.0
7954.0,1.0,-2.0,4257.0,baffle plug need repair/replace,unknown,0.0,16.0,16.0,1.0,0.0
7955.0,0.0,2.0,5429.0,baffle plug need repair/replace,unknown,0.0,16.0,0.0,0.0,-1.0
7956.0,0.0,2.0,5397.0,baffle plug need repair/replace,unknown,0.0,16.0,0.0,0.0,-1.0
7963.0,0.0,1.0,5055.0,baffle plug need repair/replace,unknown,0.0,16.0,0.0,0.0,-1.0
