Master Index,before_after,date_diff,flight_length,label,hierarchy,fold,class,target_class,hclass,number_flights_before,mean_flight_length_per_label,is_recent_flight,flight_length_ratio,flights_per_length,before_after_date_diff
3806.0,0.0,1.0,6379.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00015673981191222572,0.0
3810.0,0.0,1.0,3894.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00025673940949935817,0.0
3811.0,1.0,-2.0,4852.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1213.0,0.000618174325159695,-2.0
3813.0,1.0,-1.0,5227.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,1.0,5134.285568587456,0,2613.5,0.00019127773527161438,-1.0
3816.0,0.0,1.0,3964.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00025220680958385876,0.0
3818.0,1.0,-2.0,2239.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,1.0,5134.285568587456,0,1119.5,0.0004464285714285714,-2.0
3820.0,0.0,2.0,7361.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00013583265417006248,0.0
3824.0,0.0,1.0,3921.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00025497195308516065,0.0
3833.0,1.0,-2.0,5649.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,1.0,5134.285568587456,0,2824.5,0.00017699115044247788,-2.0
3835.0,0.0,2.0,6406.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00015607928827844546,0.0
3837.0,1.0,-1.0,7670.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,2.0,5134.285568587456,0,2556.6666666666665,0.00026072220049537216,-1.0
3838.0,0.0,1.0,5134.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00019474196689386563,0.0
3840.0,1.0,-2.0,3935.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,2.0,5134.285568587456,0,1311.6666666666667,0.0005081300813008131,-2.0
3841.0,1.0,-1.0,4105.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1026.25,0.0007306380905991232,-1.0
3842.0,0.0,2.0,6588.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00015176809834572774,0.0
3843.0,0.0,1.0,4944.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00020222446916076846,0.0
3849.0,1.0,-1.0,5844.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,2.0,5134.285568587456,0,1948.0,0.00034217279726261765,-1.0
3851.0,0.0,1.0,6282.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001591596371160274,0.0
3853.0,1.0,-1.0,6935.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,2.0,5134.285568587456,0,2311.6666666666665,0.0002883506343713956,-1.0
3854.0,0.0,1.0,4358.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00022941041523285156,0.0
3856.0,0.0,1.0,7951.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00012575452716297788,0.0
3859.0,0.0,1.0,5602.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001784758165268606,0.0
3860.0,0.0,2.0,1709.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0005847953216374269,0.0
3862.0,0.0,1.0,8119.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001231527093596059,0.0
3865.0,0.0,1.0,5499.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001818181818181818,0.0
3870.0,1.0,-1.0,4396.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,2.0,5134.285568587456,0,1465.3333333333333,0.00045485558335228563,-1.0
3875.0,0.0,2.0,2922.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00034211426616489907,0.0
3878.0,0.0,1.0,4101.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00024378352023403217,0.0
3880.0,1.0,-1.0,8558.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,3.0,5134.285568587456,0,2139.5,0.0003505082369435682,-1.0
3882.0,0.0,1.0,4434.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00022547914317925591,0.0
3883.0,1.0,-1.0,6612.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,0.0,5134.285568587456,0,6612.0,0.0,-1.0
3884.0,0.0,2.0,5088.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00019650225977598743,0.0
3887.0,0.0,2.0,6255.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00015984654731457802,0.0
3893.0,0.0,1.0,5351.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001868460388639761,0.0
3895.0,1.0,-2.0,7336.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1834.0,0.0004088864658579801,-2.0
3900.0,1.0,-2.0,8823.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,4.0,5134.285568587456,0,1764.6,0.00045330915684496827,-2.0
3902.0,1.0,-1.0,7454.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,4.0,5134.285568587456,0,1490.8,0.0005365526492287056,-1.0
3906.0,1.0,-1.0,5149.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,1.0,5134.285568587456,0,2574.5,0.0001941747572815534,-1.0
3913.0,1.0,-2.0,5476.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,4.0,5134.285568587456,0,1095.2,0.0007303268212525105,-2.0
3918.0,1.0,-2.0,4217.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,2.0,5134.285568587456,0,1405.6666666666667,0.000474158368895211,-2.0
3919.0,0.0,1.0,8023.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001246261216350947,0.0
3925.0,1.0,-2.0,2909.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,2.0,5134.285568587456,0,969.6666666666666,0.0006872852233676976,-2.0
3929.0,1.0,-1.0,3733.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,0.0,5134.285568587456,0,3733.0,0.0,-1.0
3931.0,0.0,1.0,6145.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00016270745200130165,0.0
3932.0,0.0,1.0,4931.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00020275750202757503,0.0
3934.0,0.0,1.0,7056.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00014170327334561429,0.0
3939.0,1.0,-1.0,6175.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1543.75,0.00048575129533678756,-1.0
3943.0,0.0,2.0,5600.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00017853954650955185,0.0
3952.0,0.0,1.0,5227.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00019127773527161438,0.0
3954.0,1.0,-1.0,6784.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1696.0,0.0004421518054532056,-1.0
3955.0,1.0,-1.0,5859.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,1.0,5134.285568587456,0,2929.5,0.00017064846416382253,-1.0
3957.0,1.0,-1.0,4605.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1151.25,0.0006513243595310464,-1.0
3958.0,0.0,2.0,4229.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00023640661938534278,0.0
3970.0,0.0,2.0,5367.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00018628912071535022,0.0
3972.0,1.0,-1.0,2256.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,1.0,5134.285568587456,0,1128.0,0.00044306601683650863,-1.0
3973.0,0.0,1.0,8247.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00012124151309408342,0.0
3974.0,0.0,1.0,3892.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00025687130747495504,0.0
3978.0,0.0,1.0,7351.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00013601741022850925,0.0
3979.0,1.0,-1.0,7840.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,1.0,5134.285568587456,0,3920.0,0.00012753475322025253,-1.0
3980.0,0.0,1.0,2176.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00045934772622875517,0.0
3985.0,1.0,-1.0,6547.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,2.0,5134.285568587456,0,2182.3333333333335,0.00030543677458766036,-1.0
3986.0,1.0,-2.0,5146.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,4.0,5134.285568587456,0,1029.2,0.0007771517388770158,-2.0
3989.0,0.0,2.0,6764.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00014781966001478197,0.0
3992.0,1.0,-1.0,6446.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,2.0,5134.285568587456,0,2148.6666666666665,0.0003102218085931441,-1.0
3993.0,0.0,2.0,3562.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.000280662363177098,0.0
3996.0,0.0,1.0,2333.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0004284490145672665,0.0
4005.0,1.0,-1.0,5537.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,1.0,5134.285568587456,0,2768.5,0.00018057060310581438,-1.0
4006.0,0.0,1.0,4850.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00020614306328592042,0.0
4007.0,0.0,1.0,3575.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0002796420581655481,0.0
4009.0,0.0,1.0,6067.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00016479894528675015,0.0
4012.0,0.0,2.0,5722.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00017473353136466887,0.0
4013.0,0.0,1.0,4197.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00023820867079561695,0.0
4014.0,1.0,-2.0,5195.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1298.75,0.0005773672055427252,-2.0
4024.0,1.0,-2.0,7539.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,1.0,5134.285568587456,0,3769.5,0.0001326259946949602,-2.0
4028.0,0.0,1.0,7636.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00013094146916328402,0.0
4030.0,1.0,-2.0,6518.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1629.5,0.0004601932811780948,-2.0
4036.0,0.0,1.0,8867.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00011276499774470004,0.0
4038.0,0.0,1.0,5601.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001785076758300607,0.0
4043.0,1.0,-1.0,4102.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,1.0,5134.285568587456,0,2051.0,0.00024372410431391665,-1.0
4048.0,0.0,1.0,3765.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0002655337227827934,0.0
4050.0,0.0,1.0,6525.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00015323322096230462,0.0
4052.0,0.0,2.0,5789.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00017271157167530224,0.0
4055.0,1.0,-1.0,6107.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1526.75,0.0004911591355599214,-1.0
4060.0,0.0,1.0,7850.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001273723092599669,0.0
4062.0,1.0,-1.0,4078.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,0.0,5134.285568587456,0,4078.0,0.0,-1.0
4063.0,1.0,-1.0,4587.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1146.75,0.0006538796861377507,-1.0
4066.0,1.0,-2.0,6730.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,4.0,5134.285568587456,0,1346.0,0.0005942653394740752,-2.0
4070.0,0.0,1.0,5314.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00018814675446848542,0.0
4075.0,0.0,1.0,5912.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00016911889058007779,0.0
4077.0,0.0,2.0,6783.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00014740566037735848,0.0
4079.0,1.0,-1.0,6392.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,1.0,5134.285568587456,0,3196.0,0.00015642108556233381,-1.0
4086.0,0.0,1.0,5520.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00018112660749864155,0.0
4089.0,1.0,-2.0,7412.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,0.0,5134.285568587456,0,7412.0,0.0,-2.0
4105.0,1.0,-1.0,5788.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,0.0,5134.285568587456,0,5788.0,0.0,-1.0
4110.0,0.0,2.0,5815.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.000171939477303989,0.0
4117.0,0.0,1.0,2940.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00034002040122407346,0.0
4122.0,1.0,-2.0,5829.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,0.0,5134.285568587456,0,5829.0,0.0,-2.0
4125.0,1.0,-2.0,8177.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,3.0,5134.285568587456,0,2044.25,0.00036683785766691124,-2.0
4126.0,0.0,1.0,2595.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0003852080123266564,0.0
4128.0,1.0,-1.0,6696.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,1.0,5134.285568587456,0,3348.0,0.00014932059130954157,-1.0
4132.0,0.0,1.0,2906.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0003439972480220158,0.0
4140.0,0.0,2.0,5227.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00019127773527161438,0.0
4141.0,0.0,1.0,4185.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00023889154323936931,0.0
4146.0,1.0,-2.0,8897.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,4.0,5134.285568587456,0,1779.4,0.0004495392222971454,-2.0
4155.0,1.0,-1.0,5974.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,0.0,5134.285568587456,0,5974.0,0.0,-1.0
4156.0,1.0,-1.0,5889.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,2.0,5134.285568587456,0,1963.0,0.00033955857385398983,-1.0
4158.0,0.0,2.0,4273.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0002339728591483388,0.0
4161.0,0.0,2.0,8339.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00011990407673860912,0.0
4163.0,1.0,-1.0,2846.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,4.0,5134.285568587456,0,569.2,0.0014049877063575693,-1.0
4165.0,0.0,2.0,5117.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00019538882375928098,0.0
4166.0,1.0,-2.0,6883.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,0.0,5134.285568587456,0,6883.0,0.0,-2.0
4169.0,1.0,-1.0,6349.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,1.0,5134.285568587456,0,3174.5,0.00015748031496062991,-1.0
4170.0,1.0,-1.0,7709.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,4.0,5134.285568587456,0,1541.8,0.0005188067444876783,-1.0
4176.0,0.0,1.0,7372.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001356300013563,0.0
4180.0,1.0,-1.0,2940.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,4.0,5134.285568587456,0,588.0,0.0013600816048962938,-1.0
4184.0,1.0,-1.0,3920.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,2.0,5134.285568587456,0,1306.6666666666667,0.000510073960724305,-1.0
4185.0,0.0,2.0,5134.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00019474196689386563,0.0
4186.0,1.0,-1.0,5694.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,0.0,5134.285568587456,0,5694.0,0.0,-1.0
4189.0,0.0,1.0,5583.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00017908309455587392,0.0
4191.0,0.0,1.0,3026.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0003303600925008259,0.0
4199.0,0.0,1.0,6192.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00016147263038914905,0.0
4200.0,0.0,2.0,6471.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00015451174289245981,0.0
4202.0,0.0,1.0,4590.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00021781746896101068,0.0
4212.0,0.0,1.0,5071.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001971608832807571,0.0
4215.0,0.0,2.0,5508.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001815211472136504,0.0
4216.0,0.0,1.0,2924.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0003418803418803419,0.0
4217.0,0.0,2.0,2208.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0004526935264825713,0.0
4232.0,0.0,1.0,7155.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00013974287311347122,0.0
4234.0,0.0,1.0,5461.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001830831197363603,0.0
4239.0,1.0,-2.0,6463.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,1.0,5134.285568587456,0,3231.5,0.0001547029702970297,-2.0
4248.0,1.0,-2.0,6829.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,4.0,5134.285568587456,0,1365.8,0.0005856515373352855,-2.0
4256.0,0.0,1.0,6446.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00015511090429657206,0.0
4258.0,0.0,1.0,6675.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00014979029358897544,0.0
4259.0,0.0,1.0,5614.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00017809439002671417,0.0
4262.0,0.0,1.0,6049.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00016528925619834712,0.0
4263.0,1.0,-2.0,5368.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,4.0,5134.285568587456,0,1073.6,0.0007450176941702365,-2.0
4264.0,0.0,1.0,4200.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00023803856224708403,0.0
4265.0,0.0,1.0,4275.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00023386342376052386,0.0
4267.0,1.0,-1.0,4574.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,1.0,5134.285568587456,0,2287.0,0.0002185792349726776,-1.0
4268.0,1.0,-1.0,5834.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1458.5,0.0005141388174807198,-1.0
4269.0,0.0,1.0,6297.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00015878056525881233,0.0
4280.0,0.0,1.0,5565.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00017966223499820338,0.0
4283.0,1.0,-1.0,6551.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,1.0,5134.285568587456,0,3275.5,0.00015262515262515263,-1.0
4285.0,0.0,1.0,6388.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00015651901706057285,0.0
4286.0,0.0,1.0,4045.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00024715768660405336,0.0
4287.0,1.0,-1.0,4131.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,0.0,5134.285568587456,0,4131.0,0.0,-1.0
4288.0,0.0,1.0,4637.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00021561017680034498,0.0
4289.0,1.0,-2.0,6099.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1524.75,0.0004918032786885246,-2.0
4299.0,0.0,1.0,4916.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0002033760423022168,0.0
4302.0,0.0,1.0,4898.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00020412329046744235,0.0
4304.0,1.0,-1.0,2984.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,0.0,5134.285568587456,0,2984.0,0.0,-1.0
4305.0,0.0,1.0,4340.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.000230361667818475,0.0
4306.0,1.0,-2.0,6922.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,4.0,5134.285568587456,0,1384.4,0.0005777841976021956,-2.0
4307.0,0.0,2.0,5294.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00018885741265344664,0.0
4309.0,1.0,-1.0,2620.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,0.0,5134.285568587456,0,2620.0,0.0,-1.0
4311.0,1.0,-2.0,5351.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1337.75,0.0005605381165919282,-2.0
4321.0,0.0,2.0,5010.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00019956096587507485,0.0
4322.0,1.0,-2.0,6282.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1570.5,0.0004774789113480821,-2.0
4324.0,1.0,-1.0,6347.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,1.0,5134.285568587456,0,3173.5,0.0001575299306868305,-1.0
4328.0,0.0,1.0,3313.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00030175015087507544,0.0
4330.0,0.0,2.0,2038.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0004904364884747426,0.0
4333.0,1.0,-1.0,6581.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1645.25,0.00045578851412944393,-1.0
4336.0,0.0,1.0,4512.0,intake gasket leak/damage,engine,1.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00022158209616662973,0.0
4344.0,1.0,-1.0,3983.0,intake gasket leak/damage,engine,1.0,10.0,10.0,0.0,0.0,5134.285568587456,0,3983.0,0.0,-1.0
